id,marca,modelo,ano,cor,preco,quilometragem,status,data_entrada,vendedor_id,categoria
CAR0269,Chevrolet,Malibu,2023,Prata,72517,28905,Disponível,2025-08-19,VEND07,Sedan
CAR0270,Chevrolet,Malibu,2022,Cinza,47438,17337,Disponível,2025-03-15,VEND06,Pickup
CAR0271,Honda,CR-V,2020,Cinza,33201,31926,Disponível,2025-05-21,VEND01,Pickup
CAR0272,Volkswagen,Passat,2022,Prata,25809,96944,Vendido,2025-06-28,VEND08,Pickup
CAR0273,Honda,Civic,2024,Preto,25725,94339,Disponível,2025-08-04,VEND03,SUV
CAR0274,Toyota,RAV4,2024,Preto,54015,61949,Vendido,2025-05-11,VEND10,Sedan
CAR0275,Nissan,Pathfinder,2022,Preto,71331,14335,Disponível,2025-07-18,VEND02,Sedan
CAR0276,Chevrolet,Equinox,2024,Prata,74150,78026,Disponível,2025-05-29,VEND02,Pickup
CAR0277,Chevrolet,Equinox,2023,Prata,46308,14113,Vendido,2024-12-18,VEND08,Pickup
CAR0278,Hyundai,Santa Fe,2023,Branco,40706,86297,Reservado,2025-07-03,VEND03,Sedan
CAR0279,Volkswagen,Passat,2024,Prata,59456,91166,Vendido,2025-10-24,VEND02,SUV
CAR0280,Volkswagen,Tiguan,2023,Azul,53491,12844,Vendido,2025-04-20,VEND01,Hatchback
CAR0281,Ford,Focus,2020,Preto,29099,57772,Reservado,2025-11-06,VEND01,SUV
CAR0282,Volkswagen,Jetta,2023,Cinza,33272,73399,Disponível,2025-08-24,VEND09,SUV
CAR0283,Nissan,Rogue,2023,Vermelho,33040,58254,Disponível,2025-10-18,VEND08,Hatchback
CAR0284,Nissan,Sentra,2022,Vermelho,65860,11628,Vendido,2025-01-16,VEND04,Pickup
CAR0285,Hyundai,Tucson,2021,Preto,27327,20235,Vendido,2025-04-02,VEND08,Sedan
CAR0286,Hyundai,Sonata,2020,Vermelho,41839,75699,Disponível,2025-04-13,VEND10,Sedan
CAR0287,Honda,Pilot,2023,Azul,60785,50893,Vendido,2025-03-07,VEND04,Pickup
CAR0288,Hyundai,Tucson,2020,Azul,40988,73032,Disponível,2025-05-24,VEND08,SUV
CAR0289,Honda,Accord,2022,Vermelho,29465,40970,Disponível,2025-07-20,VEND02,Hatchback
CAR0290,Honda,Civic,2020,Preto,61449,80661,Vendido,2025-09-29,VEND10,Sedan
CAR0291,Chevrolet,Malibu,2024,Branco,54419,4241,Disponível,2025-01-18,VEND10,Hatchback
CAR0292,Hyundai,Santa Fe,2022,Vermelho,40112,73419,Vendido,2024-12-20,VEND08,SUV
CAR0293,Nissan,Sentra,2022,Preto,46179,11949,Disponível,2025-11-27,VEND09,Pickup
CAR0294,Hyundai,Tucson,2020,Cinza,32218,98236,Disponível,2025-06-08,VEND06,Sedan
CAR0295,Nissan,Sentra,2020,Azul,34539,25473,Disponível,2025-03-15,VEND07,Hatchback
CAR0296,Ford,Fusion,2021,Branco,46676,48971,Disponível,2025-05-27,VEND02,SUV
CAR0297,Ford,F-150,2022,Prata,49872,38830,Disponível,2025-09-24,VEND04,Hatchback
CAR0298,Ford,F-150,2024,Cinza,48956,75235,Disponível,2025-01-07,VEND10,Sedan
CAR0299,Toyota,Corolla,2021,Branco,36820,78473,Disponível,2025-05-25,VEND04,Hatchback
CAR0300,Volkswagen,Atlas,2021,Vermelho,45152,96401,Disponível,2025-11-06,VEND07,Hatchback
CAR0301,Volkswagen,Tiguan,2021,Cinza,41199,30735,Vendido,2025-01-07,VEND05,Hatchback
CAR0302,Hyundai,Elantra,2024,Preto,55134,41860,Disponível,2025-10-20,VEND05,Hatchback
CAR0303,Chevrolet,Equinox,2023,Azul,44245,14018,Disponível,2025-05-21,VEND07,Pickup
CAR0304,Hyundai,Elantra,2020,Cinza,26587,16902,Disponível,2025-11-19,VEND01,Pickup
CAR0305,Honda,Pilot,2023,Cinza,47220,7006,Vendido,2025-10-30,VEND08,Hatchback
CAR0306,Ford,Escape,2024,Azul,48343,89535,Reservado,2025-09-12,VEND10,Hatchback
CAR0307,Chevrolet,Silverado,2024,Cinza,66875,19395,Vendido,2025-01-18,VEND02,Sedan
CAR0308,Honda,CR-V,2021,Branco,27440,62276,Disponível,2025-04-25,VEND05,Hatchback
CAR0309,Toyota,Prius,2023,Preto,36778,48135,Disponível,2025-02-17,VEND10,Pickup
CAR0310,Chevrolet,Cruze,2023,Vermelho,69489,39509,Disponível,2025-10-23,VEND01,SUV
CAR0311,Honda,Civic,2024,Vermelho,78356,92886,Disponível,2025-03-11,VEND08,Sedan
CAR0312,Honda,Civic,2022,Vermelho,66736,59959,Disponível,2025-05-15,VEND01,SUV
CAR0313,Volkswagen,Passat,2021,Cinza,74094,39531,Vendido,2025-05-12,VEND01,Hatchback
CAR0314,Volkswagen,Passat,2021,Preto,30634,58854,Vendido,2025-10-05,VEND07,Hatchback
CAR0315,Ford,Escape,2023,Branco,72448,26595,Disponível,2025-08-10,VEND08,Hatchback
CAR0316,Ford,Escape,2020,Branco,69887,48285,Vendido,2025-05-08,VEND05,Hatchback
CAR0317,Hyundai,Sonata,2020,Preto,56772,89986,Disponível,2025-04-03,VEND09,Sedan
CAR0318,Hyundai,Santa Fe,2022,Azul,61443,67059,Disponível,2025-07-16,VEND01,Hatchback
CAR0319,Hyundai,Santa Fe,2024,Branco,67424,16972,Vendido,2025-05-07,VEND10,Pickup
CAR0320,Chevrolet,Silverado,2023,Preto,27484,59621,Vendido,2025-04-07,VEND06,Pickup
CAR0321,Nissan,Altima,2020,Preto,67457,48536,Disponível,2025-07-27,VEND03,Hatchback
CAR0322,Nissan,Sentra,2021,Prata,68927,10106,Vendido,2024-12-10,VEND04,Pickup
CAR0323,Hyundai,Elantra,2023,Cinza,42771,10425,Disponível,2025-05-06,VEND08,SUV
CAR0324,Honda,CR-V,2024,Cinza,42063,7150,Disponível,2025-11-12,VEND01,Pickup
CAR0325,Hyundai,Elantra,2024,Preto,40751,49654,Disponível,2025-01-18,VEND05,Sedan
CAR0326,Chevrolet,Equinox,2023,Azul,40387,8976,Vendido,2025-07-06,VEND03,SUV
CAR0327,Toyota,Corolla,2021,Branco,54111,77934,Vendido,2025-07-10,VEND06,SUV
CAR0328,Hyundai,Sonata,2022,Cinza,48141,16162,Vendido,2025-10-16,VEND06,Sedan
CAR0329,Chevrolet,Silverado,2023,Vermelho,28412,70212,Vendido,2025-11-02,VEND10,Hatchback
CAR0330,Honda,CR-V,2020,Prata,71927,64929,Disponível,2025-05-06,VEND05,Pickup
CAR0331,Volkswagen,Jetta,2022,Preto,66975,50256,Disponível,2025-05-07,VEND07,Sedan
CAR0332,Honda,Civic,2020,Branco,60783,81703,Disponível,2025-06-09,VEND06,SUV
CAR0333,Hyundai,Sonata,2020,Prata,48708,8251,Disponível,2025-07-11,VEND10,SUV
CAR0334,Honda,Pilot,2022,Preto,35445,31095,Disponível,2025-07-25,VEND03,Sedan
CAR0335,Toyota,Prius,2024,Vermelho,51337,91693,Disponível,2025-01-24,VEND06,Pickup
CAR0336,Toyota,Camry,2020,Azul,33082,49996,Disponível,2024-12-09,VEND01,Sedan
CAR0337,Toyota,Prius,2020,Cinza,66247,42981,Disponível,2025-01-06,VEND02,Sedan
CAR0338,Honda,Pilot,2024,Azul,47479,51019,Disponível,2025-08-31,VEND02,Pickup
CAR0339,Ford,Fusion,2023,Branco,77402,74352,Disponível,2025-02-15,VEND02,SUV
CAR0340,Chevrolet,Silverado,2023,Cinza,37423,96953,Reservado,2025-09-03,VEND06,Sedan
CAR0341,Honda,Pilot,2020,Cinza,79479,79669,Disponível,2024-12-23,VEND09,SUV
CAR0342,Honda,CR-V,2023,Preto,43335,12403,Disponível,2025-06-07,VEND09,Pickup
CAR0343,Honda,CR-V,2022,Azul,55731,6731,Disponível,2025-06-13,VEND07,Hatchback
CAR0344,Ford,Escape,2024,Vermelho,32284,17531,Disponível,2025-10-04,VEND05,SUV
CAR0345,Volkswagen,Tiguan,2024,Preto,61260,76276,Disponível,2025-06-07,VEND02,SUV
CAR0346,Hyundai,Sonata,2023,Azul,65871,29089,Disponível,2025-01-22,VEND08,SUV
CAR0347,Hyundai,Sonata,2021,Azul,69377,4442,Disponível,2025-05-25,VEND09,Sedan
CAR0348,Toyota,Camry,2020,Prata,26403,34732,Disponível,2025-08-07,VEND06,Sedan
CAR0349,Chevrolet,Equinox,2023,Branco,25363,77643,Disponível,2025-01-27,VEND03,Sedan
CAR0350,Ford,Escape,2022,Azul,79946,87590,Disponível,2025-09-15,VEND07,Hatchback
CAR0351,Chevrolet,Equinox,2023,Vermelho,73892,36918,Disponível,2025-02-28,VEND02,Hatchback
CAR0352,Nissan,Sentra,2023,Cinza,58257,42225,Disponível,2025-05-24,VEND06,SUV
CAR0353,Ford,F-150,2021,Preto,58480,68295,Disponível,2025-11-24,VEND03,Hatchback
CAR0354,Volkswagen,Jetta,2020,Preto,27526,33533,Disponível,2025-02-23,VEND04,Hatchback
CAR0355,Hyundai,Sonata,2021,Cinza,66125,61981,Vendido,2025-10-11,VEND02,Sedan
CAR0356,Volkswagen,Atlas,2023,Azul,49676,30559,Vendido,2025-05-13,VEND10,Pickup
CAR0357,Honda,Accord,2022,Vermelho,31786,13128,Disponível,2024-12-12,VEND09,Pickup
CAR0358,Chevrolet,Malibu,2024,Vermelho,58423,67841,Disponível,2025-03-19,VEND02,Pickup
CAR0359,Volkswagen,Atlas,2021,Vermelho,67689,16949,Disponível,2025-01-28,VEND09,Sedan
CAR0360,Hyundai,Tucson,2024,Branco,52402,67585,Disponível,2024-12-19,VEND09,SUV
CAR0361,Chevrolet,Silverado,2020,Cinza,60086,17582,Disponível,2024-12-22,VEND07,Pickup
CAR0362,Chevrolet,Equinox,2021,Vermelho,40961,27738,Disponível,2025-08-10,VEND08,Pickup
CAR0363,Ford,Escape,2024,Prata,32351,87929,Reservado,2025-08-03,VEND05,SUV
CAR0364,Hyundai,Sonata,2020,Branco,34569,82550,Disponível,2025-01-01,VEND08,SUV
CAR0365,Hyundai,Tucson,2024,Vermelho,72435,95774,Vendido,2025-09-15,VEND09,Pickup
CAR0366,Nissan,Rogue,2020,Vermelho,34209,63251,Vendido,2025-02-16,VEND05,Hatchback
CAR0367,Hyundai,Tucson,2021,Azul,50113,64140,Vendido,2025-04-15,VEND02,SUV
CAR0368,Honda,Accord,2023,Prata,55628,37787,Disponível,2025-09-09,VEND07,SUV
CAR0369,Nissan,Altima,2023,Vermelho,61814,38508,Disponível,2025-07-01,VEND06,Hatchback
CAR0370,Hyundai,Santa Fe,2024,Prata,54714,8039,Vendido,2025-01-28,VEND07,Pickup
CAR0371,Nissan,Altima,2020,Azul,71282,77093,Disponível,2025-02-06,VEND01,Hatchback
CAR0372,Chevrolet,Cruze,2022,Preto,61704,12120,Disponível,2025-12-02,VEND07,SUV
CAR0373,Toyota,RAV4,2023,Prata,60147,43061,Reservado,2024-12-31,VEND07,Pickup
CAR0374,Hyundai,Santa Fe,2022,Preto,26941,84801,Disponível,2025-10-01,VEND03,Hatchback
CAR0375,Chevrolet,Malibu,2021,Branco,76308,21678,Disponível,2025-02-24,VEND10,Sedan
CAR0376,Toyota,Prius,2024,Branco,26058,26686,Vendido,2025-06-08,VEND05,SUV
CAR0377,Chevrolet,Cruze,2021,Cinza,53654,86562,Disponível,2024-12-14,VEND03,SUV
CAR0378,Honda,Pilot,2021,Azul,70040,80887,Disponível,2025-11-26,VEND01,Hatchback
CAR0379,Hyundai,Elantra,2024,Cinza,36704,87718,Disponível,2025-10-15,VEND02,Hatchback
CAR0380,Volkswagen,Tiguan,2020,Cinza,45065,61344,Vendido,2025-09-06,VEND03,Pickup
CAR0381,Volkswagen,Atlas,2024,Prata,41439,25628,Disponível,2024-12-10,VEND01,SUV
CAR0382,Nissan,Pathfinder,2020,Preto,70482,72906,Disponível,2025-08-04,VEND01,Hatchback
CAR0383,Ford,Fusion,2020,Preto,39289,66733,Vendido,2025-10-21,VEND04,Hatchback
CAR0384,Toyota,Prius,2021,Prata,52582,33861,Disponível,2025-04-15,VEND10,SUV
CAR0385,Volkswagen,Atlas,2022,Azul,46155,7036,Vendido,2025-02-23,VEND03,Sedan
CAR0386,Ford,F-150,2024,Cinza,35022,28720,Disponível,2025-05-18,VEND04,SUV
CAR0387,Nissan,Pathfinder,2022,Branco,69044,43983,Disponível,2025-06-30,VEND09,Hatchback
CAR0388,Chevrolet,Silverado,2020,Prata,55036,6216,Reservado,2025-11-27,VEND03,SUV
CAR0389,Honda,CR-V,2024,Branco,40201,77040,Disponível,2025-09-28,VEND05,SUV
CAR0390,Toyota,RAV4,2021,Preto,35549,16427,Reservado,2025-07-03,VEND04,Hatchback
CAR0391,Ford,Escape,2020,Branco,68999,55062,Disponível,2025-10-09,VEND01,Pickup
CAR0392,Nissan,Pathfinder,2023,Azul,51324,60761,Disponível,2025-02-03,VEND08,SUV
CAR0393,Nissan,Altima,2024,Branco,67094,40362,Disponível,2025-02-10,VEND07,Pickup
CAR0394,Toyota,Camry,2024,Preto,58639,29888,Disponível,2025-07-08,VEND01,Hatchback
CAR0395,Chevrolet,Equinox,2021,Cinza,72169,47121,Vendido,2025-06-07,VEND04,SUV
CAR0396,Volkswagen,Jetta,2020,Preto,27291,78096,Vendido,2025-09-03,VEND03,SUV
CAR0397,Honda,Pilot,2022,Cinza,66164,60824,Disponível,2025-10-07,VEND06,SUV
CAR0398,Nissan,Sentra,2022,Cinza,72337,4610,Disponível,2025-08-21,VEND09,Pickup
CAR0399,Nissan,Sentra,2022,Branco,77089,83178,Disponível,2025-03-26,VEND09,Sedan
CAR0400,Hyundai,Sonata,2024,Azul,52515,75063,Reservado,2025-11-29,VEND09,SUV
CAR0401,Chevrolet,Silverado,2022,Branco,56305,65041,Disponível,2025-03-27,VEND02,SUV
CAR0402,Hyundai,Sonata,2023,Vermelho,46144,40774,Disponível,2025-07-31,VEND06,Hatchback
CAR0403,Hyundai,Santa Fe,2024,Prata,66085,17881,Vendido,2024-12-08,VEND09,SUV
CAR0404,Ford,F-150,2022,Cinza,30174,51317,Vendido,2025-03-13,VEND05,Hatchback
CAR0405,Hyundai,Elantra,2024,Preto,51931,1849,Vendido,2025-10-05,VEND09,SUV
CAR0406,Hyundai,Elantra,2020,Prata,71962,20167,Disponível,2025-11-09,VEND06,SUV
CAR0407,Volkswagen,Passat,2023,Preto,75531,1509,Disponível,2025-06-14,VEND01,Sedan
CAR0408,Nissan,Sentra,2024,Vermelho,30713,22776,Vendido,2024-12-19,VEND05,SUV
CAR0409,Chevrolet,Cruze,2020,Branco,58165,43995,Vendido,2025-04-18,VEND07,SUV
CAR0410,Hyundai,Elantra,2024,Vermelho,45288,88305,Disponível,2025-10-28,VEND02,Sedan
CAR0411,Ford,Focus,2024,Branco,58784,85984,Vendido,2025-10-25,VEND08,Sedan
CAR0412,Volkswagen,Tiguan,2021,Cinza,31916,1297,Disponível,2025-10-02,VEND02,Hatchback
CAR0413,Volkswagen,Passat,2020,Branco,61528,87060,Reservado,2025-08-20,VEND09,SUV
CAR0414,Toyota,RAV4,2020,Preto,41498,90076,Disponível,2025-08-22,VEND04,Hatchback
CAR0415,Honda,Civic,2021,Azul,67540,95171,Disponível,2025-01-06,VEND08,Sedan
CAR0416,Hyundai,Santa Fe,2021,Branco,58161,14473,Disponível,2025-03-20,VEND10,Sedan
CAR0417,Nissan,Altima,2022,Prata,27201,15706,Disponível,2025-04-18,VEND04,SUV
CAR0418,Volkswagen,Jetta,2021,Prata,72952,21280,Disponível,2025-07-06,VEND04,SUV
CAR0419,Ford,Fusion,2024,Azul,70842,77660,Disponível,2025-07-10,VEND02,Hatchback
CAR0420,Hyundai,Tucson,2020,Preto,41442,46064,Reservado,2025-09-20,VEND08,Hatchback
CAR0421,Ford,Focus,2020,Prata,40405,64579,Vendido,2025-04-25,VEND08,SUV
CAR0422,Nissan,Rogue,2024,Cinza,79221,37852,Disponível,2025-06-15,VEND04,Sedan
CAR0423,Toyota,Camry,2020,Branco,59071,32170,Disponível,2025-10-10,VEND04,Sedan
CAR0424,Honda,CR-V,2022,Azul,54310,80972,Disponível,2025-11-11,VEND08,SUV
CAR0425,Nissan,Pathfinder,2021,Branco,34107,6068,Disponível,2025-09-18,VEND05,Sedan
CAR0426,Toyota,Corolla,2022,Cinza,44907,41017,Vendido,2025-06-27,VEND04,SUV
CAR0427,Volkswagen,Passat,2020,Prata,54318,65621,Vendido,2025-04-07,VEND06,SUV
CAR0428,Nissan,Pathfinder,2020,Branco,28482,96953,Vendido,2025-09-07,VEND09,Sedan
CAR0429,Hyundai,Elantra,2023,Branco,55281,29458,Disponível,2025-06-03,VEND07,Sedan
CAR0430,Honda,Accord,2020,Preto,56732,29321,Disponível,2025-07-09,VEND05,Hatchback
CAR0431,Volkswagen,Atlas,2024,Preto,32464,93578,Reservado,2025-06-04,VEND05,SUV
CAR0432,Toyota,Camry,2021,Azul,57005,27271,Vendido,2025-06-04,VEND06,Pickup
CAR0433,Nissan,Sentra,2024,Branco,31384,54986,Vendido,2025-01-25,VEND08,Pickup
CAR0434,Hyundai,Tucson,2022,Preto,35756,11645,Vendido,2025-04-01,VEND08,Hatchback
CAR0435,Nissan,Pathfinder,2022,Prata,46661,20382,Disponível,2025-09-23,VEND07,Hatchback
CAR0436,Ford,F-150,2024,Preto,25480,43328,Disponível,2025-02-15,VEND04,Hatchback
CAR0437,Chevrolet,Malibu,2024,Cinza,38919,9346,Disponível,2025-02-27,VEND02,Pickup
CAR0438,Chevrolet,Equinox,2022,Vermelho,27323,84367,Disponível,2025-07-06,VEND07,Pickup
CAR0439,Chevrolet,Silverado,2021,Prata,27984,69769,Reservado,2025-05-30,VEND04,Hatchback
CAR0440,Honda,Pilot,2024,Cinza,68652,62718,Vendido,2025-02-09,VEND03,Hatchback
CAR0441,Nissan,Altima,2023,Cinza,64532,92398,Vendido,2025-09-22,VEND10,Pickup
CAR0442,Volkswagen,Tiguan,2021,Branco,54402,77543,Vendido,2025-07-05,VEND10,Sedan
CAR0443,Ford,F-150,2022,Vermelho,67741,34108,Vendido,2025-11-24,VEND03,Sedan
CAR0444,Honda,Civic,2020,Azul,35486,65446,Vendido,2025-07-30,VEND03,Hatchback
CAR0445,Hyundai,Santa Fe,2021,Prata,25437,85592,Disponível,2025-09-26,VEND10,SUV
CAR0446,Toyota,Camry,2021,Azul,46960,84516,Disponível,2025-09-16,VEND06,Sedan
CAR0447,Volkswagen,Jetta,2021,Preto,66128,2021,Disponível,2025-07-09,VEND10,SUV
CAR0448,Ford,F-150,2024,Preto,73162,52916,Reservado,2025-11-05,VEND04,Pickup
CAR0449,Toyota,Prius,2024,Branco,53923,48117,Disponível,2025-04-21,VEND09,Sedan
CAR0450,Ford,F-150,2022,Prata,29890,96102,Disponível,2025-08-21,VEND03,SUV
CAR0451,Chevrolet,Equinox,2021,Cinza,41923,58748,Disponível,2025-05-22,VEND10,Pickup
CAR0452,Ford,Fusion,2020,Branco,68667,50196,Disponível,2025-06-27,VEND10,Pickup
CAR0453,Ford,F-150,2023,Preto,35872,64464,Disponível,2025-05-26,VEND10,SUV
CAR0454,Ford,Fusion,2022,Cinza,50136,59606,Disponível,2025-05-18,VEND07,Hatchback
CAR0455,Hyundai,Sonata,2020,Vermelho,41296,29896,Disponível,2025-03-28,VEND05,Sedan
CAR0456,Honda,Accord,2020,Prata,75977,64891,Vendido,2025-02-26,VEND07,Pickup
CAR0457,Chevrolet,Silverado,2021,Cinza,48212,10733,Disponível,2025-03-29,VEND07,Sedan
CAR0458,Hyundai,Tucson,2021,Prata,37463,6943,Disponível,2025-05-27,VEND04,SUV
CAR0459,Nissan,Rogue,2023,Vermelho,58531,99183,Vendido,2024-12-20,VEND06,Hatchback
CAR0460,Chevrolet,Silverado,2022,Azul,47523,81151,Disponível,2025-02-27,VEND04,SUV
CAR0461,Honda,Pilot,2022,Azul,28934,99846,Disponível,2024-12-17,VEND01,Sedan
CAR0462,Volkswagen,Atlas,2022,Vermelho,52382,8689,Disponível,2025-06-06,VEND03,Pickup
CAR0463,Ford,Fusion,2023,Prata,74696,89991,Disponível,2025-03-19,VEND07,SUV
CAR0464,Chevrolet,Malibu,2024,Vermelho,43343,76507,Vendido,2025-04-14,VEND10,Pickup
CAR0465,Chevrolet,Malibu,2023,Cinza,41168,27567,Vendido,2025-04-26,VEND10,Hatchback
CAR0466,Chevrolet,Equinox,2024,Vermelho,76128,36027,Reservado,2025-10-29,VEND09,Pickup
CAR0467,Toyota,Prius,2023,Branco,58216,39249,Disponível,2025-01-07,VEND10,Sedan
CAR0468,Nissan,Rogue,2020,Prata,63972,9621,Vendido,2025-01-06,VEND07,Sedan
CAR0469,Hyundai,Sonata,2020,Cinza,34264,23460,Disponível,2025-06-20,VEND08,SUV
CAR0470,Nissan,Rogue,2022,Azul,36793,53136,Vendido,2025-03-08,VEND09,SUV
CAR0471,Nissan,Pathfinder,2020,Cinza,32296,54012,Vendido,2025-08-23,VEND03,SUV
CAR0472,Ford,Focus,2020,Vermelho,44073,18565,Vendido,2025-01-08,VEND06,Hatchback
CAR0473,Hyundai,Elantra,2021,Preto,66584,83541,Vendido,2025-03-06,VEND07,Hatchback
CAR0474,Hyundai,Santa Fe,2023,Cinza,73224,18806,Disponível,2025-05-18,VEND10,Sedan
CAR0475,Volkswagen,Tiguan,2023,Azul,66924,10788,Reservado,2025-08-26,VEND06,Hatchback
CAR0476,Toyota,Corolla,2021,Azul,51934,3623,Disponível,2025-06-05,VEND01,Pickup
CAR0477,Honda,Accord,2023,Azul,50225,88434,Vendido,2025-07-23,VEND01,Hatchback
CAR0478,Ford,Escape,2022,Prata,30696,52144,Disponível,2025-08-09,VEND05,Pickup
CAR0479,Chevrolet,Silverado,2020,Branco,47297,74389,Disponível,2025-08-08,VEND07,SUV
CAR0480,Chevrolet,Malibu,2020,Azul,47288,45639,Disponível,2025-01-04,VEND03,Hatchback
CAR0481,Chevrolet,Equinox,2024,Branco,27697,6171,Vendido,2025-05-03,VEND05,SUV
CAR0482,Volkswagen,Passat,2022,Branco,42974,53803,Disponível,2025-03-30,VEND10,Sedan
CAR0483,Honda,Civic,2023,Prata,30759,92464,Vendido,2025-10-19,VEND06,Pickup
CAR0484,Hyundai,Sonata,2022,Preto,41368,89755,Reservado,2025-03-18,VEND02,Sedan
CAR0485,Chevrolet,Malibu,2024,Preto,76737,48515,Reservado,2025-08-13,VEND10,Hatchback
CAR0486,Honda,Civic,2023,Preto,78437,96089,Vendido,2025-09-23,VEND04,Pickup
CAR0487,Toyota,Prius,2023,Prata,43083,81374,Disponível,2025-01-29,VEND08,Sedan
CAR0488,Honda,Civic,2020,Vermelho,61631,83142,Disponível,2025-05-04,VEND05,SUV
CAR0489,Honda,Civic,2022,Preto,59420,16701,Disponível,2025-07-04,VEND02,Pickup
CAR0490,Hyundai,Tucson,2023,Vermelho,62223,58045,Vendido,2025-01-22,VEND02,Hatchback
CAR0491,Chevrolet,Equinox,2021,Branco,51655,21393,Vendido,2025-01-21,VEND03,SUV
CAR0492,Toyota,Corolla,2024,Prata,43028,1743,Disponível,2025-09-17,VEND09,SUV
CAR0493,Nissan,Altima,2020,Vermelho,56292,6385,Disponível,2024-12-22,VEND10,Sedan
CAR0494,Honda,Civic,2024,Branco,41249,17242,Disponível,2025-10-11,VEND08,Pickup
CAR0495,Honda,Civic,2020,Cinza,65056,41682,Disponível,2025-08-13,VEND03,Pickup
CAR0496,Ford,Focus,2021,Cinza,77883,80794,Disponível,2025-11-21,VEND08,Pickup
CAR0497,Nissan,Altima,2022,Vermelho,43260,29309,Vendido,2025-05-21,VEND09,Pickup
CAR0498,Honda,Pilot,2024,Preto,27917,23602,Disponível,2025-06-01,VEND05,Sedan
CAR0499,Nissan,Pathfinder,2023,Cinza,39131,71250,Disponível,2024-12-29,VEND08,Hatchback
CAR0500,Chevrolet,Equinox,2020,Preto,69154,80145,Disponível,2025-06-05,VEND04,Sedan
CAR0501,Chevrolet,Cruze,2023,Cinza,32627,47802,Disponível,2025-07-26,VEND04,SUV
CAR0502,Volkswagen,Atlas,2020,Vermelho,38424,98465,Vendido,2024-12-25,VEND03,Hatchback
CAR0503,Chevrolet,Equinox,2021,Preto,41383,67696,Disponível,2025-01-31,VEND04,SUV
CAR0504,Volkswagen,Tiguan,2022,Vermelho,34198,86500,Vendido,2025-03-17,VEND02,Pickup
CAR0505,Volkswagen,Jetta,2023,Prata,64755,48530,Disponível,2025-09-26,VEND06,Hatchback
CAR0506,Volkswagen,Atlas,2023,Preto,58551,80121,Vendido,2025-02-14,VEND04,Sedan
CAR0507,Honda,Civic,2022,Branco,35113,77163,Disponível,2025-09-14,VEND04,Pickup
CAR0508,Volkswagen,Tiguan,2024,Prata,69121,87661,Vendido,2025-06-21,VEND06,Hatchback
CAR0509,Honda,CR-V,2023,Cinza,68169,60081,Vendido,2025-05-01,VEND05,Hatchback
CAR0510,Hyundai,Elantra,2021,Branco,28746,37028,Disponível,2025-03-19,VEND10,Sedan
CAR0511,Toyota,RAV4,2023,Vermelho,41679,37667,Vendido,2025-10-04,VEND07,Pickup
CAR0512,Volkswagen,Atlas,2024,Azul,44854,17549,Disponível,2025-02-04,VEND01,Pickup
CAR0513,Nissan,Rogue,2020,Branco,69022,6575,Vendido,2025-01-04,VEND10,Sedan
CAR0514,Nissan,Sentra,2023,Preto,75126,56129,Disponível,2025-05-01,VEND06,SUV
CAR0515,Volkswagen,Jetta,2023,Vermelho,31430,76450,Disponível,2025-11-16,VEND05,SUV
CAR0516,Honda,Accord,2021,Preto,57146,55115,Disponível,2025-03-10,VEND02,Sedan
CAR0517,Toyota,Prius,2024,Vermelho,56490,55028,Disponível,2025-11-16,VEND09,SUV
CAR0518,Ford,Fusion,2021,Vermelho,48166,61508,Disponível,2025-03-16,VEND07,Pickup
CAR0519,Nissan,Altima,2021,Prata,27926,40269,Reservado,2025-05-06,VEND09,Sedan
CAR0520,Ford,Fusion,2021,Branco,52879,38120,Vendido,2025-03-03,VEND06,SUV
CAR0521,Ford,Fusion,2022,Azul,37659,51157,Disponível,2025-03-21,VEND01,Sedan
CAR0522,Chevrolet,Cruze,2024,Branco,44143,46348,Vendido,2025-04-21,VEND04,Pickup
CAR0523,Ford,Escape,2023,Cinza,63675,88940,Disponível,2025-03-14,VEND09,Pickup
CAR0524,Toyota,RAV4,2020,Preto,30691,17059,Disponível,2025-02-18,VEND01,Hatchback
CAR0525,Toyota,Camry,2021,Branco,49900,59640,Vendido,2025-11-28,VEND05,Sedan
CAR0526,Honda,CR-V,2020,Preto,43151,55560,Disponível,2025-08-20,VEND05,SUV
CAR0527,Chevrolet,Equinox,2022,Azul,51095,84493,Disponível,2025-04-17,VEND01,Sedan
CAR0528,Toyota,Prius,2021,Prata,74434,67689,Vendido,2025-06-30,VEND02,Pickup
CAR0529,Volkswagen,Tiguan,2024,Prata,37627,19790,Disponível,2025-04-23,VEND07,Pickup
CAR0530,Honda,Pilot,2020,Preto,54666,35484,Vendido,2025-03-12,VEND02,Sedan
CAR0531,Chevrolet,Equinox,2021,Azul,50051,14265,Disponível,2025-04-22,VEND09,Hatchback
CAR0532,Ford,Fusion,2022,Branco,71622,8648,Disponível,2025-11-04,VEND03,SUV
CAR0533,Volkswagen,Jetta,2024,Preto,65156,94438,Vendido,2025-08-23,VEND01,Hatchback
CAR0534,Nissan,Pathfinder,2022,Branco,74700,80574,Disponível,2024-12-16,VEND05,Sedan
CAR0535,Ford,Focus,2023,Azul,38465,3775,Disponível,2025-08-12,VEND10,SUV
CAR0536,Toyota,Corolla,2022,Vermelho,72953,30719,Disponível,2025-02-26,VEND01,Pickup
CAR0537,Toyota,RAV4,2021,Preto,43931,93201,Vendido,2025-05-10,VEND06,Pickup
